DATE;Location;GEOGRAPHY_CODE;Gender;Age Group;Claimant Count;Claimant Rate (% of population);partlookup;lookup;Population;partdem;demographic_category
2017-03-01;Leicester;E06000016;Female;Aged 45-49;145;1.2764084507042255;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
2017-03-01;Leicester;E06000016;Female;Aged 55-59;130;1.3246382718565315;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2017-03-01;England;E92000001;Total;Aged 25-29;88575;2.384071415286534;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2017-03-01;England;E92000001;Total;Aged 35-39;63745;1.679537544231291;EnglandTotal;EnglandTotalAged 35-39;3795390;England Total;England Total Aged 35-39
2017-03-01;England;E92000001;Total;Aged 40-44;61280;1.711537741809169;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2017-03-01;England;E92000001;Total;Aged 50-54;69110;1.7685350715526107;EnglandTotal;EnglandTotalAged 50-54;3907754;England Total;England Total Aged 50-54
2017-03-01;England;E92000001;Total;Aged 60-64;37225;1.1432746580311168;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2017-03-01;England;E92000001;Total;Aged 65+;45;0.00043263793675160243;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2017-03-01;England;E92000001;Male;Aged 16-24;86825;2.862580948481126;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2017-03-01;England;E92000001;Female;Aged 30-34;26665;1.304320178442153;EnglandFemale;EnglandFemaleAged 30-34;2044360;England Female;England Female Aged 30-34
2017-03-01;England;E92000001;Female;Aged 35-39;24125;1.2349723698927813;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2017-03-01;England;E92000001;Female;Aged 45-49;27360;1.4987305160924547;EnglandFemale;EnglandFemaleAged 45-49;1825545;England Female;England Female Aged 45-49
2017-03-01;England;E92000001;Female;Aged 50-54;26595;1.3398734135762755;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2017-03-01;England;E92000001;Female;Aged 55-59;22470;1.1602185981956974;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2017-03-01;England;E92000001;Female;Aged 60-64;13390;0.8095344904618216;EnglandFemale;EnglandFemaleAged 60-64;1654037;England Female;England Female Aged 60-64
2017-03-01;England;E92000001;Female;Aged 65+;5;8.864313073354851e-05;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2017-04-01;Leicester;E06000016;Total;All categories: Age 16+;4100;1.6564184193728233;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2017-04-01;Leicester;E06000016;Total;Aged 16-24;855;1.434058469331276;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2017-04-01;Leicester;E06000016;Total;Aged 45-49;390;1.7303340875815254;LeicesterTotal;LeicesterTotalAged 45-49;22539;Leicester Total;Leicester Total Aged 45-49
2017-04-01;Leicester;E06000016;Total;Aged 50-54;390;1.7813913122916;LeicesterTotal;LeicesterTotalAged 50-54;21893;Leicester Total;Leicester Total Aged 50-54
2017-04-01;Leicester;E06000016;Total;Aged 60-64;230;1.3317121185802792;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2017-04-01;Leicester;E06000016;Total;Aged 65+;0;0.0;LeicesterTotal;LeicesterTotalAged 65+;43505;Leicester Total;Leicester Total Aged 65+
2017-04-01;Leicester;E06000016;Male;Aged 25-29;405;3.000666814847744;LeicesterMale;LeicesterMaleAged 25-29;13497;Leicester Male;Leicester Male Aged 25-29
2017-04-01;Leicester;E06000016;Male;Aged 30-34;330;2.4900022636384214;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2017-04-01;Leicester;E06000016;Male;Aged 35-39;275;2.0815986677768525;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2017-04-01;Leicester;E06000016;Male;Aged 45-49;245;2.1916092673763305;LeicesterMale;LeicesterMaleAged 45-49;11179;Leicester Male;Leicester Male Aged 45-49
2017-04-01;Leicester;E06000016;Female;All categories: Age 16+;1520;1.211879609328284;LeicesterFemale;LeicesterFemaleAll categories: Age 16+;125425;Leicester Female;Leicester Female All categories: Age 16+
2017-04-01;Leicester;E06000016;Female;Aged 25-29;205;1.4864766876948734;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2017-04-01;Leicester;E06000016;Female;Aged 40-44;150;1.2177301509985388;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2017-04-01;Leicester;E06000016;Female;Aged 45-49;140;1.232394366197183;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
2017-04-01;Leicester;E06000016;Female;Aged 60-64;100;1.160631383472609;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2017-04-01;Leicester;E06000016;Female;Aged 65+;0;0.0;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2017-04-01;England;E92000001;Total;Aged 25-29;89260;2.402508772548417;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2017-04-01;England;E92000001;Total;Aged 40-44;61765;1.7250836916260333;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2017-04-01;England;E92000001;Total;Aged 55-59;60145;1.5801148023221079;EnglandTotal;EnglandTotalAged 55-59;3806369;England Total;England Total Aged 55-59
2017-04-01;England;E92000001;Male;All categories: Age 16+;413935;2.3617773830467024;EnglandMale;EnglandMaleAll categories: Age 16+;17526419;England Male;England Male All categories: Age 16+
2017-04-01;England;E92000001;Male;Aged 35-39;39845;2.1632494618343507;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2017-04-01;England;E92000001;Male;Aged 40-44;36970;2.108129900033472;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2017-04-01;England;E92000001;Male;Aged 50-54;42875;2.229745717978121;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2017-04-01;England;E92000001;Female;All categories: Age 16+;248860;1.3764956862408453;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2017-04-01;England;E92000001;Female;Aged 16-24;49315;1.668228393203276;EnglandFemale;EnglandFemaleAged 16-24;2956130;England Female;England Female Aged 16-24
2017-04-01;England;E92000001;Female;Aged 50-54;26965;1.3585142544494933;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2017-04-01;England;E92000001;Female;Aged 55-59;22990;1.187068338785896;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2017-04-01;England;E92000001;Female;Aged 65+;5;8.864313073354851e-05;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2017-05-01;Leicester;E06000016;Total;Aged 25-29;605;2.217091761946643;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2017-05-01;Leicester;E06000016;Total;Aged 30-34;480;1.7455814968361336;LeicesterTotal;LeicesterTotalAged 30-34;27498;Leicester Total;Leicester Total Aged 30-34
2017-05-01;Leicester;E06000016;Total;Aged 35-39;435;1.596447445684087;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2017-05-01;Leicester;E06000016;Total;Aged 55-59;345;1.7715019255455715;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2017-05-01;Leicester;E06000016;Total;Aged 60-64;235;1.3606623820276764;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2017-05-01;Leicester;E06000016;Male;All categories: Age 16+;2620;2.1458348689976003;LeicesterMale;LeicesterMaleAll categories: Age 16+;122097;Leicester Male;Leicester Male All categories: Age 16+
2017-05-01;Leicester;E06000016;Male;Aged 16-24;535;1.8228900473610685;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2017-05-01;Leicester;E06000016;Male;Aged 50-54;235;2.15181759912096;LeicesterMale;LeicesterMaleAged 50-54;10921;Leicester Male;Leicester Male Aged 50-54
2017-05-01;Leicester;E06000016;Female;Aged 30-34;155;1.088101088101088;LeicesterFemale;LeicesterFemaleAged 30-34;14245;Leicester Female;Leicester Female Aged 30-34
2017-05-01;Leicester;E06000016;Female;Aged 60-64;95;1.1025998142989788;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2017-05-01;England;E92000001;Total;Aged 45-49;68675;1.906238333224617;EnglandTotal;EnglandTotalAged 45-49;3602645;England Total;England Total Aged 45-49
2017-05-01;England;E92000001;Male;All categories: Age 16+;407730;2.326373687631227;EnglandMale;EnglandMaleAll categories: Age 16+;17526419;England Male;England Male All categories: Age 16+
2017-05-01;England;E92000001;Male;Aged 25-29;57205;3.1467471694127704;EnglandMale;EnglandMaleAged 25-29;1817909;England Male;England Male Aged 25-29
2017-05-01;England;E92000001;Male;Aged 35-39;39545;2.146961976866342;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2017-05-01;England;E92000001;Male;Aged 40-44;36685;2.0918784252834173;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2017-05-01;England;E92000001;Female;Aged 35-39;25095;1.2846272175112683;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2017-05-01;England;E92000001;Female;Aged 40-44;24760;1.3554356198189212;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2017-05-01;England;E92000001;Female;Aged 50-54;26825;1.3514609633082757;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2017-05-01;England;E92000001;Female;Aged 60-64;14175;0.8569941301192174;EnglandFemale;EnglandFemaleAged 60-64;1654037;England Female;England Female Aged 60-64
2017-06-01;Leicester;E06000016;Total;Aged 35-39;435;1.596447445684087;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2017-06-01;Leicester;E06000016;Total;Aged 50-54;400;1.827068012606769;LeicesterTotal;LeicesterTotalAged 50-54;21893;Leicester Total;Leicester Total Aged 50-54
2017-06-01;Leicester;E06000016;Male;Aged 25-29;380;2.8154404682522043;LeicesterMale;LeicesterMaleAged 25-29;13497;Leicester Male;Leicester Male Aged 25-29
2017-06-01;Leicester;E06000016;Male;Aged 30-34;330;2.4900022636384214;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2017-06-01;Leicester;E06000016;Male;Aged 55-59;205;2.1219335472518375;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2017-06-01;Leicester;E06000016;Female;All categories: Age 16+;1545;1.2318118397448674;LeicesterFemale;LeicesterFemaleAll categories: Age 16+;125425;Leicester Female;Leicester Female All categories: Age 16+
2017-06-01;Leicester;E06000016;Female;Aged 50-54;155;1.4126868392271235;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2017-06-01;Leicester;E06000016;Female;Aged 55-59;125;1.2736906460158957;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2017-06-01;England;E92000001;Total;All categories: Age 16+;648715;1.8219433751856657;EnglandTotal;EnglandTotalAll categories: Age 16+;35605662;England Total;England Total All categories: Age 16+
2017-06-01;England;E92000001;Total;Aged 40-44;60620;1.6931040781408588;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2017-06-01;England;E92000001;Male;All categories: Age 16+;401295;2.289657687631455;EnglandMale;EnglandMaleAll categories: Age 16+;17526419;England Male;England Male All categories: Age 16+
2017-06-01;England;E92000001;Male;Aged 30-34;45255;2.371575678968675;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2017-06-01;England;E92000001;Male;Aged 40-44;36105;2.0588052485990946;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2017-06-01;England;E92000001;Male;Aged 45-49;40380;2.2722412919925725;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2017-06-01;England;E92000001;Male;Aged 50-54;41715;2.169419069981512;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2017-06-01;England;E92000001;Male;Aged 60-64;24465;1.5271907368531445;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2017-06-01;England;E92000001;Female;Aged 30-34;27755;1.357637598074703;EnglandFemale;EnglandFemaleAged 30-34;2044360;England Female;England Female Aged 30-34
2017-06-01;England;E92000001;Female;Aged 65+;10;0.00017728626146709702;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2017-07-01;Leicester;E06000016;Total;Aged 30-34;490;1.7819477780202198;LeicesterTotal;LeicesterTotalAged 30-34;27498;Leicester Total;Leicester Total Aged 30-34
2017-07-01;Leicester;E06000016;Total;Aged 60-64;250;1.4475131723698687;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2017-07-01;Leicester;E06000016;Total;Aged 65+;0;0.0;LeicesterTotal;LeicesterTotalAged 65+;43505;Leicester Total;Leicester Total Aged 65+
2017-07-01;Leicester;E06000016;Male;Aged 16-24;530;1.8058536917782548;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2017-07-01;Leicester;E06000016;Male;Aged 40-44;230;1.8591868078570852;LeicesterMale;LeicesterMaleAged 40-44;12371;Leicester Male;Leicester Male Aged 40-44
2017-07-01;Leicester;E06000016;Male;Aged 55-59;210;2.1736880240140772;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2017-07-01;Leicester;E06000016;Female;Aged 30-34;170;1.1934011934011934;LeicesterFemale;LeicesterFemaleAged 30-34;14245;Leicester Female;Leicester Female Aged 30-34
2017-07-01;Leicester;E06000016;Female;Aged 40-44;145;1.177139145965254;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2017-07-01;Leicester;E06000016;Female;Aged 50-54;155;1.4126868392271235;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2017-07-01;England;E92000001;Total;All categories: Age 16+;643485;1.8072547001092132;EnglandTotal;EnglandTotalAll categories: Age 16+;35605662;England Total;England Total All categories: Age 16+
2017-07-01;England;E92000001;Total;Aged 45-49;67020;1.8602998630173107;EnglandTotal;EnglandTotalAged 45-49;3602645;England Total;England Total Aged 45-49
2017-07-01;England;E92000001;Total;Aged 50-54;67640;1.730917555199227;EnglandTotal;EnglandTotalAged 50-54;3907754;England Total;England Total Aged 50-54
2017-07-01;England;E92000001;Total;Aged 65+;45;0.00043263793675160243;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2017-07-01;England;E92000001;Male;Aged 16-24;79995;2.6373989400949918;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2017-07-01;England;E92000001;Male;Aged 45-49;39580;2.227224129199257;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2017-07-01;England;E92000001;Male;Aged 50-54;41075;2.136135402121314;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2017-07-01;England;E92000001;Male;Aged 55-59;36175;1.9348385940796882;EnglandMale;EnglandMaleAged 55-59;1869665;England Male;England Male Aged 55-59
2017-07-01;England;E92000001;Male;Aged 65+;40;0.0008402104559149976;EnglandMale;EnglandMaleAged 65+;4760712;England Male;England Male Aged 65+
2017-07-01;England;E92000001;Female;All categories: Age 16+;248900;1.3767169344424433;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2017-07-01;England;E92000001;Female;Aged 40-44;24520;1.3422973100953128;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2017-08-01;Leicester;E06000016;Total;Aged 25-29;570;2.088830255057168;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2017-08-01;Leicester;E06000016;Total;Aged 35-39;405;1.4863476218438052;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2017-08-01;Leicester;E06000016;Total;Aged 55-59;345;1.7715019255455715;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2017-08-01;Leicester;E06000016;Total;Aged 60-64;255;1.476463435817266;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2020-02-01;England;E92000001;Total;Aged 16-24;195635;3.26644551421618;EnglandTotal;EnglandTotalAged 16-24;5989232;England Total;England Total Aged 16-24
2020-02-01;England;E92000001;Total;Aged 25-29;138625;3.731209708654765;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2020-02-01;England;E92000001;Total;Aged 60-64;71695;2.2019362419755786;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2020-02-01;England;E92000001;Total;Aged 65+;9740;0.09364207786579129;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2020-02-01;England;E92000001;Male;Aged 16-24;119740;3.947773599437144;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2020-02-01;England;E92000001;Male;Aged 25-29;81835;4.501600465149796;EnglandMale;EnglandMaleAged 25-29;1817909;England Male;England Male Aged 25-29
2020-02-01;England;E92000001;Male;Aged 35-39;67170;3.6467678843371405;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2020-02-01;England;E92000001;Male;Aged 60-64;42190;2.6336471362286598;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2020-02-01;England;E92000001;Male;Aged 65+;5725;0.12025512150283402;EnglandMale;EnglandMaleAged 65+;4760712;England Male;England Male Aged 65+
2020-02-01;England;E92000001;Female;Aged 16-24;75895;2.5673769421507173;EnglandFemale;EnglandFemaleAged 16-24;2956130;England Female;England Female Aged 16-24
2020-02-01;England;E92000001;Female;Aged 25-29;56790;2.993084125744318;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2020-02-01;England;E92000001;Female;Aged 35-39;53390;2.7330642415989885;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2020-02-01;England;E92000001;Female;Aged 45-49;42495;2.3277980000493006;EnglandFemale;EnglandFemaleAged 45-49;1825545;England Female;England Female Aged 45-49
2020-02-01;England;E92000001;Female;Aged 60-64;29505;1.7838174115814822;EnglandFemale;EnglandFemaleAged 60-64;1654037;England Female;England Female Aged 60-64
2020-02-01;England;E92000001;Female;Aged 65+;4010;0.0710917908483059;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2020-03-01;Leicester;E06000016;Total;Aged 25-29;1080;3.95778364116095;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2020-03-01;Leicester;E06000016;Total;Aged 30-34;1030;3.74572696196087;LeicesterTotal;LeicesterTotalAged 30-34;27498;Leicester Total;Leicester Total Aged 30-34
2020-03-01;Leicester;E06000016;Total;Aged 35-39;990;3.6332941867293016;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2020-03-01;Leicester;E06000016;Total;Aged 40-44;830;3.3618210539106483;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2020-03-01;Leicester;E06000016;Male;Aged 16-24;980;3.33912569423149;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2020-03-01;Leicester;E06000016;Male;Aged 25-29;680;5.038156627398681;LeicesterMale;LeicesterMaleAged 25-29;13497;Leicester Male;Leicester Male Aged 25-29
2020-03-01;Leicester;E06000016;Male;Aged 30-34;615;4.640458764053422;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2020-03-01;Leicester;E06000016;Female;Aged 25-29;400;2.900442317453412;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2020-03-01;Leicester;E06000016;Female;Aged 35-39;390;2.778371446890361;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2020-03-01;Leicester;E06000016;Female;Aged 40-44;360;2.922552362396493;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2020-03-01;England;E92000001;Total;All categories: Age 16+;1063505;2.9868985443944283;EnglandTotal;EnglandTotalAll categories: Age 16+;35605662;England Total;England Total All categories: Age 16+
2020-03-01;England;E92000001;Total;Aged 35-39;121640;3.204940730728594;EnglandTotal;EnglandTotalAged 35-39;3795390;England Total;England Total Aged 35-39
2020-03-01;England;E92000001;Total;Aged 40-44;102460;2.861686635537981;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2020-03-01;England;E92000001;Total;Aged 50-54;93995;2.4053458841063176;EnglandTotal;EnglandTotalAged 50-54;3907754;England Total;England Total Aged 50-54
2020-03-01;England;E92000001;Male;Aged 35-39;67905;3.6866722225087614;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2020-03-01;England;E92000001;Male;Aged 45-49;54735;3.0800180068651173;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2020-03-01;England;E92000001;Male;Aged 50-54;55080;2.864475665218307;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2020-03-01;England;E92000001;Female;Aged 30-34;60485;2.9586276389676964;EnglandFemale;EnglandFemaleAged 30-34;2044360;England Female;England Female Aged 30-34
2020-03-01;England;E92000001;Female;Aged 35-39;53735;2.7507249863705123;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2020-03-01;England;E92000001;Female;Aged 40-44;45900;2.512701734640084;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2020-03-01;England;E92000001;Female;Aged 45-49;42535;2.329989126534816;EnglandFemale;EnglandFemaleAged 45-49;1825545;England Female;England Female Aged 45-49
2020-03-01;England;E92000001;Female;Aged 55-59;34680;1.7906711609001684;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2020-03-01;England;E92000001;Female;Aged 60-64;29490;1.782910539486118;EnglandFemale;EnglandFemaleAged 60-64;1654037;England Female;England Female Aged 60-64
2020-03-01;England;E92000001;Female;Aged 65+;4110;0.07286465346297687;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2020-04-01;Leicester;E06000016;Total;Aged 25-29;1835;6.724567575491058;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2020-04-01;Leicester;E06000016;Total;Aged 40-44;1335;5.407266393940621;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2020-04-01;Leicester;E06000016;Total;Aged 45-49;1095;4.858245707440437;LeicesterTotal;LeicesterTotalAged 45-49;22539;Leicester Total;Leicester Total Aged 45-49
2020-04-01;Leicester;E06000016;Total;Aged 60-64;755;4.3714897805570025;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2020-04-01;Leicester;E06000016;Male;Aged 16-24;1560;5.315342941837882;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2020-04-01;Leicester;E06000016;Male;Aged 40-44;795;6.426319618462534;LeicesterMale;LeicesterMaleAged 40-44;12371;Leicester Male;Leicester Male Aged 40-44
2020-04-01;Leicester;E06000016;Male;Aged 60-64;415;4.7949162333911035;LeicesterMale;LeicesterMaleAged 60-64;8655;Leicester Male;Leicester Male Aged 60-64
2020-04-01;Leicester;E06000016;Male;Aged 65+;65;0.32521138740181116;LeicesterMale;LeicesterMaleAged 65+;19987;Leicester Male;Leicester Male Aged 65+
2020-04-01;Leicester;E06000016;Female;Aged 25-29;660;4.785729823798129;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2020-04-01;Leicester;E06000016;Female;Aged 45-49;480;4.225352112676056;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
2020-04-01;Leicester;E06000016;Female;Aged 50-54;415;3.7823550856726214;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2020-04-01;Leicester;E06000016;Female;Aged 60-64;340;3.9461467038068707;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2020-04-01;England;E92000001;Total;Aged 25-29;249020;6.7025849713198165;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2020-04-01;England;E92000001;Total;Aged 30-34;242375;6.132062941087921;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2020-04-01;England;E92000001;Total;Aged 35-39;206845;5.449901064185762;EnglandTotal;EnglandTotalAged 35-39;3795390;England Total;England Total Aged 35-39
2020-04-01;England;E92000001;Total;Aged 40-44;170955;4.774737836993905;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2020-04-01;England;E92000001;Total;Aged 50-54;159695;4.08661855377795;EnglandTotal;EnglandTotalAged 50-54;3907754;England Total;England Total Aged 50-54
2020-04-01;England;E92000001;Male;Aged 40-44;98350;5.608184356729565;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2020-04-01;England;E92000001;Male;Aged 55-59;79680;4.26172603113392;EnglandMale;EnglandMaleAged 55-59;1869665;England Male;England Male Aged 55-59
2020-04-01;England;E92000001;Female;All categories: Age 16+;715310;3.956526277123439;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2020-04-01;England;E92000001;Female;Aged 25-29;96720;5.097571696460476;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2020-04-01;England;E92000001;Female;Aged 45-49;71030;3.8908928566537666;EnglandFemale;EnglandFemaleAged 45-49;1825545;England Female;England Female Aged 45-49
2020-04-01;England;E92000001;Female;Aged 55-59;56540;2.9193929480189023;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2020-04-01;England;E92000001;Female;Aged 60-64;42620;2.5767259136282923;EnglandFemale;EnglandFemaleAged 60-64;1654037;England Female;England Female Aged 60-64
2020-05-01;Leicester;E06000016;Total;Aged 30-34;2170;7.891483016946688;LeicesterTotal;LeicesterTotalAged 30-34;27498;Leicester Total;Leicester Total Aged 30-34
2020-05-01;Leicester;E06000016;Total;Aged 40-44;1710;6.926161448418323;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
